Tipus pla,Número d'inscripció,Nom del pla,Estat,Data d'homologació,Últim esdeveniment,Data de l'últim esdeveniment,Ine5,Municipi,Comarca,Servei territorial,Vegueria,Província
E,2992,PAM INUNCAT Torredembarra,Homologat pendent de revisió,03/11/2010,Homologació,03/11/2010,43153,Torredembarra,Tarragonès,Tarragona,Tarragona,Tarragona
F,4660,PEM Correfocs de Sant Andreu,Homologat pendent de revisió,04/12/2015,Homologació,04/12/2015,08284,Tordera,Maresme,Barcelona,Barcelona,Barcelona
T,1647,PBEM Saus-Camallera-Llampaies,Homologat pendent de revisió,21/06/2007,Homologació,21/06/2007,17187,"Saus, Camallera i Llampaies",Alt Empordà,Girona,Girona,Girona
E,5052,PAM SISMICAT Arres,Homologat pendent de revisió,05/12/2018,Homologació,05/12/2018,25031,Arres,Aran,Alt Pirineu i Aran,Alt Pirineu i Aran,Lleida
E,2496,PAM INUNCAT Vilallonga de Ter,Homologat pendent de revisió,09/07/2009,Homologació,09/07/2009,17224,Vilallonga de Ter,Ripollès,Girona,Girona,Girona
E,5250,PAM INUNCAT Igualada,Homologat pendent de revisió,05/12/2018,Homologació,05/12/2018,08102,Igualada,Anoia,Catalunya Central,Penedès,Barcelona
E,5646,PAM NEUCAT Rodonyà,Homologat pendent de revisió,05/12/2018,Homologació,05/12/2018,43132,Rodonyà,Alt Camp,Tarragona,Tarragona,Tarragona
E,3747,PAM TRANSCAT Palau-sator,Homologat pendent de revisió,16/02/2012,Homologació,16/02/2012,17121,Palau-sator,Baix Empordà,Girona,Girona,Girona
T,1115,PBEM El Masnou,Homologat pendent de revisió,21/12/2005,Homologació,21/12/2005,08118,Masnou,Maresme,Barcelona,Barcelona,Barcelona
E,3310,PAM INFOCAT Sarral,Homologat pendent de revisió,27/07/2011,Homologació,27/07/2011,43142,Sarral,Conca de Barberà,Tarragona,Tarragona,Tarragona
T,9517,PBEM Mont-ras,Homologat,06/10/2022,Revisió,06/10/2022,17110,Mont-ras,Baix Empordà,Girona,Girona,Girona
T,10454,PA PROCICAT - Malalties Transmissibles Emergents Alt Risc Pont de Vilomara i Rocafort,Homologat,06/10/2022,Revisió,06/10/2022,08182,Pont de Vilomara i Rocafort,Bages,Catalunya Central,Catalunya Central,Barcelona
E,8872,PAM NEUCAT Sant Cugat Sesgarrigues,Homologat,10/03/2022,Homologació,10/03/2022,08206,Sant Cugat Sesgarrigues,Alt Penedès,Barcelona,Penedès,Barcelona
E,5071,PAM SISMICAT Llívia,Homologat pendent de revisió,05/12/2018,Homologació,05/12/2018,17094,Llívia,Cerdanya,Alt Pirineu i Aran,Alt Pirineu i Aran,Girona
E,3618,PAM INUNCAT Les Piles,Homologat pendent de revisió,15/12/2011,Homologació,15/12/2011,43105,Piles,Conca de Barberà,Tarragona,Tarragona,Tarragona
E,5129,PAM AEROCAT Castellbisbal,Homologat pendent de revisió,05/12/2018,Homologació,05/12/2018,08054,Castellbisbal,Vallès Occidental,Barcelona,Barcelona,Barcelona
E,8990,PAM INFOCAT Balsareny,Homologat,10/03/2022,Homologació,10/03/2022,08018,Balsareny,Bages,Catalunya Central,Catalunya Central,Barcelona
E,10483,PAM SISMICAT Roquetes,Homologat,06/10/2022,Homologació,06/10/2022,43133,Roquetes,Baix Ebre,Terres de l'Ebre,Terres de l'Ebre,Tarragona
E,9085,PAM INUNCAT Olèrdola,Homologat,10/03/2022,Homologació,10/03/2022,08145,Olèrdola,Alt Penedès,Barcelona,Penedès,Barcelona
T,8287,PA PROCICAT - Malalties Transmissibles Emergents Alt Risc Santa Coloma de Gramenet,Homologat,10/12/2021,Homologació,10/12/2021,08245,Santa Coloma de Gramenet,Barcelonès,Barcelona,Barcelona,Barcelona
E,5736,PAM CAMCAT El Perelló,Homologat pendent de revisió,05/12/2018,Homologació,05/12/2018,43104,Perelló,Baix Ebre,Terres de l'Ebre,Terres de l'Ebre,Tarragona
T,8485,PBEM Mollet de Peralada,Homologat,10/12/2021,Homologació,10/12/2021,17106,Mollet de Peralada,Alt Empordà,Girona,Girona,Girona
E,6621,PAM VENTCAT Corbins,Homologat,22/12/2020,Homologació,22/12/2020,25078,Corbins,Segrià,Lleida,Lleida,Lleida
E,5737,PAM TRANSCAT El Perelló,Homologat pendent de revisió,05/12/2018,Homologació,05/12/2018,43104,Perelló,Baix Ebre,Terres de l'Ebre,Terres de l'Ebre,Tarragona
F,4125,PEM Àrees pública concurrència - Cursa Panxampla  Alfara de Carles,Homologat pendent de revisió,13/06/2013,Actualització,24/04/2014,43008,Alfara de Carles,Baix Ebre,Terres de l'Ebre,Terres de l'Ebre,Tarragona
E,5252,PAM SISMICAT Igualada,Homologat pendent de revisió,05/12/2018,Homologació,05/12/2018,08102,Igualada,Anoia,Catalunya Central,Penedès,Barcelona
E,6364,PAM INFOCAT Pacs del Penedès,Homologat,30/10/2020,Homologació,30/10/2020,08154,Pacs del Penedès,Alt Penedès,Barcelona,Penedès,Barcelona
E,8913,PAM NEUCAT Santa Maria de Palautordera,Homologat,10/03/2022,Homologació,10/03/2022,08259,Santa Maria de Palautordera,Vallès Oriental,Barcelona,Barcelona,Barcelona
F,1181,PEM Actes a l'Aire Lliure - Festa Major de Manlleu,Homologat pendent de revisió,16/02/2006,Homologació,16/02/2006,08112,Manlleu,Osona,Catalunya Central,Catalunya Central,Barcelona
T,8649,PBEM Riudecanyes,Homologat,10/12/2021,Homologació,10/12/2021,43127,Riudecanyes,Baix Camp,Tarragona,Tarragona,Tarragona
E,6524,PA PROCICAT - Emergències Episodis Contaminació a l'Ebre de Montblanc,Homologat,30/10/2020,Homologació,30/10/2020,43086,Montblanc,Conca de Barberà,Tarragona,Tarragona,Tarragona
E,5852,PAM INFOCAT Planoles,Homologat pendent de revisió,21/03/2019,Homologació,21/03/2019,17134,Planoles,Ripollès,Girona,Girona,Girona
E,10572,PAM TRANSCAT Valls,Homologat,06/10/2022,Homologació,06/10/2022,43161,Valls,Alt Camp,Tarragona,Tarragona,Tarragona
T,5928,PBEM Batea,Homologat pendent de revisió,21/03/2019,Homologació,21/03/2019,43022,Batea,Terra Alta,Terres de l'Ebre,Terres de l'Ebre,Tarragona
E,353,PAM INFOCAT Senterada,Homologat pendent de revisió,20/05/1998,Homologació,20/05/1998,25202,Senterada,Pallars Jussà,Alt Pirineu i Aran,Alt Pirineu i Aran,Lleida
E,4703,PAM CAMCAT Altafulla,Homologat pendent de revisió,14/09/2016,Actualització,27/06/2019,43012,Altafulla,Tarragonès,Tarragona,Tarragona,Tarragona
E,4756,PAM SISMICAT Vilablareix,Homologat pendent de revisió,14/09/2016,Homologació,14/09/2016,17215,Vilablareix,Gironès,Girona,Girona,Girona
E,5294,PAM TRANSCAT Sant Sadurní d'Osormort,Homologat pendent de revisió,05/12/2018,Homologació,05/12/2018,08241,Sant Sadurní d'Osormort,Osona,Catalunya Central,Catalunya Central,Barcelona
E,4852,PAM SISMICAT Corçà,Homologat pendent de revisió,25/05/2017,Homologació,25/05/2017,17057,Corçà,Baix Empordà,Girona,Girona,Girona
E,781,PAM NEUCAT Vacarisses,Homologat pendent de revisió,20/05/2004,Homologació,20/05/2004,08291,Vacarisses,Vallès Occidental,Barcelona,Barcelona,Barcelona
F,4494,PEM Setmana de la Colla Castellera Cambrils,Homologat pendent de revisió,05/03/2015,Homologació,05/03/2015,43038,Cambrils,Baix Camp,Tarragona,Tarragona,Tarragona
T,8350,PBEM Muntanyola,Homologat,10/12/2021,Homologació,10/12/2021,08129,Muntanyola,Osona,Catalunya Central,Catalunya Central,Barcelona
E,5659,PAM SISMICAT Vila-seca,Homologat pendent de revisió,05/12/2018,Homologació,05/12/2018,43171,Vila-seca,Tarragonès,Tarragona,Tarragona,Tarragona
E,8304,PAM VENTCAT Santa Perpètua de Mogoda,Homologat,10/12/2021,Homologació,10/12/2021,08260,Santa Perpètua de Mogoda,Vallès Occidental,Barcelona,Barcelona,Barcelona
E,8226,PAM TRANSCAT Polinyà,Homologat,10/12/2021,Homologació,10/12/2021,08167,Polinyà,Vallès Occidental,Barcelona,Barcelona,Barcelona
T,9139,PA PROCICAT - Malalties Transmissibles Emergents Alt Risc Montclar,Homologat,10/03/2022,Homologació,10/03/2022,08130,Montclar,Berguedà,Catalunya Central,Catalunya Central,Barcelona
E,6247,PAM INUNCAT Puig-reig,Homologat,28/02/2020,Homologació,28/02/2020,08175,Puig-reig,Berguedà,Catalunya Central,Catalunya Central,Barcelona
F,774,PEM per Concentracions humanes Sant Adrià del Besós,Homologat pendent de revisió,20/05/2004,Homologació,20/05/2004,08194,Sant Adrià de Besòs,Barcelonès,Barcelona,Barcelona,Barcelona
F,4081,PEM Àrees pública concurrència - Cavalcada de Reis Súria,Homologat pendent de revisió,13/06/2013,Homologació,13/06/2013,08274,Súria,Bages,Catalunya Central,Catalunya Central,Barcelona
E,6432,PA PROCICAT - Malalties Transmissibles Emergents Alt Risc Tona,Homologat,30/10/2020,Homologació,30/10/2020,08283,Tona,Osona,Catalunya Central,Catalunya Central,Barcelona
F,4220,PEM Milla Urbana de Cambrils,Homologat pendent de revisió,12/12/2013,Homologació,12/12/2013,43038,Cambrils,Baix Camp,Tarragona,Tarragona,Tarragona
T,5844,PBEM Tavèrnoles,Homologat pendent de revisió,21/03/2019,Homologació,21/03/2019,08275,Tavèrnoles,Osona,Catalunya Central,Catalunya Central,Barcelona
T,10794,PBEM  Mataró,Homologat,15/12/2022,Revisió,15/12/2022,08121,Mataró,Maresme,Barcelona,Barcelona,Barcelona
E,940,PAM PLASEQCAT Masdenverge,Homologat pendent de revisió,16/02/2005,Homologació,16/02/2005,43078,Masdenverge,Montsià,Terres de l'Ebre,Terres de l'Ebre,Tarragona
E,5703,PAM INUNCAT La Galera,Homologat pendent de revisió,05/12/2018,Homologació,05/12/2018,43063,Galera,Montsià,Terres de l'Ebre,Terres de l'Ebre,Tarragona
F,4085,PEM Àrees pública concurrència - Festival Música Viva Vic,Homologat pendent de revisió,13/06/2013,Actualització,27/11/2014,08298,Vic,Osona,Catalunya Central,Catalunya Central,Barcelona
F,4253,PEM Àrees pública concurrència - Cercavila Francàs Vendrell,Homologat pendent de revisió,13/02/2014,Homologació,13/02/2014,43163,Vendrell,Baix Penedès,Tarragona,Penedès,Tarragona
E,8531,PAM INUNCAT  Ullà,Homologat,10/12/2021,Revisió,10/12/2021,17204,Ullà,Baix Empordà,Girona,Girona,Girona
E,1122,PAM INFOCAT Vacarisses,Homologat pendent de revisió,21/12/2005,Homologació,21/12/2005,08291,Vacarisses,Vallès Occidental,Barcelona,Barcelona,Barcelona
E,1644,PAM INUNCAT Sant Climent Sescebes,Homologat pendent de revisió,21/06/2007,Homologació,21/06/2007,17158,Sant Climent Sescebes,Alt Empordà,Girona,Girona,Girona
E,1927,PAM TRANSCAT Pontós,Homologat pendent de revisió,06/05/2008,Homologació,06/05/2008,17136,Pontós,Alt Empordà,Girona,Girona,Girona
F,3740,PEM Festa Major Ascó,Homologat pendent de revisió,16/02/2012,Actualització,03/10/2013,43019,Ascó,Ribera d'Ebre,Terres de l'Ebre,Terres de l'Ebre,Tarragona
E,674,PAM TRANSCAT Vila-sana,No homologat,,Condicionada,04/06/2003,25252,Vila-sana,Pla d'Urgell,Lleida,Lleida,Lleida
E,4577,PAM NEUCAT Navata,Homologat pendent de revisió,11/06/2015,Homologació,11/06/2015,17111,Navata,Alt Empordà,Girona,Girona,Girona
E,2301,PAM INFOCAT Fontcoberta,Homologat pendent de revisió,18/10/2005,Homologació,18/10/2005,17071,Fontcoberta,Pla de l'Estany,Girona,Girona,Girona
E,10800,PAM INUNCAT Móra d'Ebre,Homologat,15/12/2022,Revisió,15/12/2022,43093,Móra d'Ebre,Ribera d'Ebre,Terres de l'Ebre,Terres de l'Ebre,Tarragona
E,10784,PAM SISMICAT Tarroja de Segarra,Homologat,15/12/2022,Revisió,15/12/2022,25219,Tarroja de Segarra,Segarra,Lleida,Lleida,Lleida
E,2549,PAM INFOCAT Sarroca de Bellera,Homologat pendent de revisió,22/10/2009,Homologació,22/10/2009,25201,Sarroca de Bellera,Pallars Jussà,Alt Pirineu i Aran,Alt Pirineu i Aran,Lleida
T,2711,PBEM La Nou de Berguedà,Homologat pendent de revisió,17/12/2009,Homologació,17/12/2009,08142,Nou de Berguedà,Berguedà,Catalunya Central,Catalunya Central,Barcelona
E,5884,PAM INFOCAT Cabra del Camp,Homologat pendent de revisió,21/03/2019,Homologació,21/03/2019,43036,Cabra del Camp,Alt Camp,Tarragona,Tarragona,Tarragona
E,5793,PAM INFOCAT Torrelavit,Homologat pendent de revisió,21/03/2019,Homologació,21/03/2019,08287,Torrelavit,Alt Penedès,Barcelona,Penedès,Barcelona
E,6448,PA PROCICAT - Transport Viatgers Ferrocarril Bordils,Homologat,30/10/2020,Homologació,30/10/2020,17025,Bordils,Gironès,Girona,Girona,Girona
E,3597,PAM NEUCAT Els Omells de na Gaia,Homologat pendent de revisió,15/12/2011,Homologació,15/12/2011,25154,Omells de na Gaia,Urgell,Lleida,Lleida,Lleida
E,6394,PAM SISMICAT Manlleu,Homologat,30/10/2020,Homologació,30/10/2020,08112,Manlleu,Osona,Catalunya Central,Catalunya Central,Barcelona
E,8245,PAM VENTCAT Sant Adrià de Besòs,Homologat,10/12/2021,Homologació,10/12/2021,08194,Sant Adrià de Besòs,Barcelonès,Barcelona,Barcelona,Barcelona
E,5168,PAM SISMICAT Sant Andreu de Llavaneres,Homologat pendent de revisió,05/12/2018,Homologació,05/12/2018,08197,Sant Andreu de Llavaneres,Maresme,Barcelona,Barcelona,Barcelona
E,556,PAM INFOCAT Pineda de Mar,Homologat pendent de revisió,26/09/2002,Homologació,26/09/2002,08163,Pineda de Mar,Maresme,Barcelona,Barcelona,Barcelona
E,3489,PAM INUNCAT Botarell,Homologat pendent de revisió,20/10/2011,Homologació,20/10/2011,43033,Botarell,Baix Camp,Tarragona,Tarragona,Tarragona
E,8179,PAM SISMICAT Les Cabanyes,Homologat,10/12/2021,Homologació,10/12/2021,08027,Cabanyes,Alt Penedès,Barcelona,Penedès,Barcelona
E,6438,PAM INUNCAT Anglès,Homologat,06/10/2022,Homologació,06/10/2022,17008,Anglès,Selva,Girona,Girona,Girona
F,4428,PEM Àrees pública concurrència - Cavalcada de Reis Móra la Nova,Homologat pendent de revisió,27/11/2014,Homologació,27/11/2014,43094,Móra la Nova,Ribera d'Ebre,Terres de l'Ebre,Terres de l'Ebre,Tarragona
E,9021,PAM NEUCAT Súria,Homologat,10/03/2022,Homologació,10/03/2022,08274,Súria,Bages,Catalunya Central,Catalunya Central,Barcelona
E,9091,PAM TRANSCAT Olèrdola,Homologat,10/03/2022,Homologació,10/03/2022,08145,Olèrdola,Alt Penedès,Barcelona,Penedès,Barcelona
E,3501,PAM INFOCAT Senan,Homologat pendent de revisió,20/10/2011,Homologació,20/10/2011,43146,Senan,Conca de Barberà,Tarragona,Tarragona,Tarragona
E,2674,PAM INFOCAT La Sénia,Homologat pendent de revisió,22/10/2009,Homologació,22/10/2009,43044,Sénia,Montsià,Terres de l'Ebre,Terres de l'Ebre,Tarragona
E,5559,PAM INUNCAT Els Omellons,Homologat pendent de revisió,05/12/2018,Homologació,05/12/2018,25153,Omellons,Garrigues,Lleida,Lleida,Lleida
E,4751,PAM INFOCAT Vall-llobrega,Homologat pendent de revisió,14/09/2016,Homologació,14/09/2016,17209,Vall-llobrega,Baix Empordà,Girona,Girona,Girona
T,8498,PA PROCICAT - Malalties Transmissibles Emergents Alt Risc Quart,Homologat,10/12/2021,Homologació,10/12/2021,17142,Quart,Gironès,Girona,Girona,Girona
T,6424,PBEM Taradell,Homologat,30/10/2020,Homologació,30/10/2020,08278,Taradell,Osona,Catalunya Central,Catalunya Central,Barcelona
E,8440,PAM INFOCAT Garriguella,Homologat,10/12/2021,Homologació,10/12/2021,17077,Garriguella,Alt Empordà,Girona,Girona,Girona
T,6396,PBEM Sallent,Homologat,30/10/2020,Homologació,30/10/2020,08191,Sallent,Bages,Catalunya Central,Catalunya Central,Barcelona
E,10808,PAM INUNCAT Montornès de Segarra,Homologat,15/12/2022,Revisió,15/12/2022,25143,Montornès de Segarra,Segarra,Lleida,Lleida,Lleida
E,3163,PAM TRANSCAT La Pera,Homologat pendent de revisió,27/07/2011,Actualització,16/02/2012,17130,Pera,Baix Empordà,Girona,Girona,Girona
E,3589,PAM NEUCAT Artesa de Segre,Homologat pendent de revisió,15/12/2011,Homologació,15/12/2011,25034,Artesa de Segre,Noguera,Lleida,Lleida,Lleida
E,1646,PAM SISMICAT Sant Llorenç de la Muga,Homologat pendent de revisió,21/06/2007,Homologació,21/06/2007,17171,Sant Llorenç de la Muga,Alt Empordà,Girona,Girona,Girona
E,3765,PAM TRANSCAT Garrigoles,Homologat pendent de revisió,16/02/2012,Homologació,16/02/2012,17076,Garrigoles,Baix Empordà,Girona,Girona,Girona
E,96,PAM INFOCAT Calonge de Segarra,Homologat pendent de revisió,13/07/1999,Homologació,13/07/1999,08036,Calonge de Segarra,Anoia,Catalunya Central,Catalunya Central,Barcelona
E,8693,PAM VENTCAT Els Guiamets,Homologat,10/12/2021,Homologació,10/12/2021,43070,Guiamets,Priorat,Tarragona,Tarragona,Tarragona
E,4629,PAM INFOCAT Vilalba Sasserra,Homologat pendent de revisió,11/06/2015,Homologació,11/06/2015,08306,Vilalba Sasserra,Vallès Oriental,Barcelona,Barcelona,Barcelona
E,6357,PAM AEROCAT El Prat de Llobregat,Homologat,30/10/2020,Homologació,30/10/2020,08169,Prat de Llobregat,Baix Llobregat,Barcelona,Barcelona,Barcelona
E,1192,PAM TRANSCAT Montornès del Vallès,Homologat pendent de revisió,16/02/2006,Homologació,16/02/2006,08136,Montornès del Vallès,Vallès Oriental,Barcelona,Barcelona,Barcelona
E,3600,PAM TRANSCAT Golmés,Homologat pendent de revisió,15/12/2011,Homologació,15/12/2011,25099,Golmés,Pla d'Urgell,Lleida,Lleida,Lleida
F,4409,PEM Àrees pública concurrència - Festes de Vallbona de les Monges,Homologat pendent de revisió,27/11/2014,Homologació,27/11/2014,25238,Vallbona de les Monges,Urgell,Lleida,Lleida,Lleida
E,10412,PAM VENTCAT Masroig,Homologat,06/10/2022,Homologació,06/10/2022,43082,Masroig,Priorat,Tarragona,Tarragona,Tarragona
E,8657,PAM SISMICAT Sant Jaume dels Domenys,Homologat,10/12/2021,Homologació,10/12/2021,43137,Sant Jaume dels Domenys,Baix Penedès,Tarragona,Penedès,Tarragona
E,8060,PAM INUNCAT Castellví de la Marca,Homologat,10/12/2021,Homologació,10/12/2021,08065,Castellví de la Marca,Alt Penedès,Barcelona,Penedès,Barcelona
E,8250,PAM PLASEQCAT Sant Andreu de la Barca,Homologat,10/12/2021,Homologació,10/12/2021,08196,Sant Andreu de la Barca,Baix Llobregat,Barcelona,Barcelona,Barcelona
E,9515,PAM NEUCAT Mont-ras,Homologat,06/10/2022,Revisió,06/10/2022,17110,Mont-ras,Baix Empordà,Girona,Girona,Girona
T,8168,PBEM Salàs de Pallars,Homologat,10/12/2021,Revisió,10/12/2021,25190,Salàs de Pallars,Pallars Jussà,Alt Pirineu i Aran,Alt Pirineu i Aran,Lleida
E,49,PAM INFOCAT Argençola,Homologat pendent de revisió,22/09/1998,Homologació,22/09/1998,08008,Argençola,Anoia,Catalunya Central,Penedès,Barcelona
T,8052,PA PROCICAT - Malalties Transmissibles Emergents Alt Risc Guissona,Homologat,10/12/2021,Revisió,10/12/2021,25110,Guissona,Segarra,Lleida,Lleida,Lleida
F,3934,PEM Àrees pública concurrència - Fira Innova Corbera de Llobregat,Homologat pendent de revisió,04/10/2012,Homologació,04/10/2012,08072,Corbera de Llobregat,Baix Llobregat,Barcelona,Barcelona,Barcelona
E,10583,PAM INFOCAT Viladecans,Homologat,06/10/2022,Homologació,06/10/2022,08301,Viladecans,Baix Llobregat,Barcelona,Barcelona,Barcelona
E,5801,PAM PLASEQCAT Vilanova del Vallès,Homologat pendent de revisió,21/03/2019,Homologació,21/03/2019,08902,Vilanova del Vallès,Vallès Oriental,Barcelona,Barcelona,Barcelona
E,434,PAM PLASEQCAT Rourell,Homologat pendent de revisió,20/02/2003,Homologació,20/02/2003,43134,Rourell,Alt Camp,Tarragona,Tarragona,Tarragona
E,1415,PAM PLASEQCAT Bescanó,Homologat pendent de revisió,17/10/2006,Homologació,17/10/2006,17020,Bescanó,Gironès,Girona,Girona,Girona
E,5376,PAM NEUCAT Garrigoles,Homologat pendent de revisió,05/12/2018,Homologació,05/12/2018,17076,Garrigoles,Baix Empordà,Girona,Girona,Girona
T,5163,PBEM Matadepera,Homologat pendent de revisió,05/12/2018,Homologació,05/12/2018,08120,Matadepera,Vallès Occidental,Barcelona,Barcelona,Barcelona
E,8211,PAM PLASEQCAT Esparreguera,Homologat,10/12/2021,Homologació,10/12/2021,08076,Esparreguera,Baix Llobregat,Barcelona,Barcelona,Barcelona
E,8061,PAM NEUCAT Castellví de la Marca,Homologat,10/12/2021,Homologació,10/12/2021,08065,Castellví de la Marca,Alt Penedès,Barcelona,Penedès,Barcelona
E,10510,PAM TRANSCAT Borges del Camp,Homologat,06/10/2022,Homologació,06/10/2022,43031,Borges del Camp,Baix Camp,Tarragona,Tarragona,Tarragona
E,8870,PAM INFOCAT Sant Cugat Sesgarrigues,Homologat,10/03/2022,Homologació,10/03/2022,08206,Sant Cugat Sesgarrigues,Alt Penedès,Barcelona,Penedès,Barcelona
E,5526,PAM SISMICAT Cubells,Homologat pendent de revisió,05/12/2018,Homologació,05/12/2018,25079,Cubells,Noguera,Lleida,Lleida,Lleida
F,3950,PEM 37è Festival Música de Cambrils,Homologat pendent de revisió,04/10/2012,Homologació,04/10/2012,43038,Cambrils,Baix Camp,Tarragona,Tarragona,Tarragona
E,5684,PA PROCICAT - Emergències Episodis Contaminació a l'Ebre d'Amposta,Homologat pendent de revisió,05/12/2018,Homologació,05/12/2018,43014,Amposta,Montsià,Terres de l'Ebre,Terres de l'Ebre,Tarragona
E,8314,PAM INUNCAT  Tordera,Homologat,10/12/2021,Homologació,10/12/2021,08284,Tordera,Maresme,Barcelona,Barcelona,Barcelona
E,10421,PAM INFOCAT Navàs,Homologat,06/10/2022,Homologació,06/10/2022,08141,Navàs,Bages,Catalunya Central,Catalunya Central,Barcelona
E,5816,PAM INUNCAT Callús,Homologat pendent de revisió,21/03/2019,Actualització,30/10/2020,08038,Callús,Bages,Catalunya Central,Catalunya Central,Barcelona
T,6342,PBEM Móra la Nova,Homologat,28/02/2020,Homologació,28/02/2020,43094,Móra la Nova,Ribera d'Ebre,Terres de l'Ebre,Terres de l'Ebre,Tarragona
E,6492,PA PROCICAT - Transport Viatgers Ferrocarril Vilafant,Homologat,30/10/2020,Homologació,30/10/2020,17221,Vilafant,Alt Empordà,Girona,Girona,Girona
E,10811,PAM SISMICAT Montornès de Segarra,Homologat,15/12/2022,Revisió,15/12/2022,25143,Montornès de Segarra,Segarra,Lleida,Lleida,Lleida
E,4037,PAM NEUCAT Vilamalla,Homologat pendent de revisió,14/02/2013,Homologació,14/02/2013,17226,Vilamalla,Alt Empordà,Girona,Girona,Girona
